Address,MENTO based on locked CELO,MENTO based on cStables balances,MENTO based on cStables volumes,total_distributed
0x2d26a004fc88771b873f6c069d29213a6c085888,,453.77311266259596,,453.77311266259596
0x2d31c48850d9e1fab384661d421c20327a3a1341,,358.6955244996661,,358.6955244996661
0x2d326793633f943aca8761d18af37e71ab3e0427,,1438.098469184921,990.3347843120051,2428.433253496926
0x2d34f1c7382c87ded703a3a2a3a17e3dccc88974,,498.788114139038,,498.788114139038
0x2d35389b0ca7d08e5fcff2d2d75f4b5f36683d49,,543.2496193665522,,543.2496193665522
0x2d3544e2c946adc1278df0c7e5cd1ad7acef087c,,347.17876857722774,292.0237404203337,639.2025089975614
0x2d355993335f9bb458880828bb31dbd49c03ccba,,340.71960869950766,,340.71960869950766
0x2d39b98df8d0b569c4c4472421db9a2621f4587b,,1067.206138854467,289.04186753782244,1356.2480063922894
0x2d3a37c5e6d7f261460b526a2c57085340bc2c71,,,195.8510096109313,195.8510096109313
0x2d3a3f51ac7e6462a58a7ed245b893e0bd0509d3,,,177.28129945760065,177.28129945760065
0x2d3a44a68a65269d0f8599d6f9e74a1c156c184f,7566.389210285496,,,7566.389210285496
0x2d3d44fab8279a6be2c89d81d54f0910a9dfc41e,,451.2387109362318,,451.2387109362318
0x2d3e0a9cf6959bf5a60dbde36c1a4010d7c1ee7c,2621.8515811606467,,,2621.8515811606467
0x2d3f697e54cfcd42759a9ed63e6869f28ee4cff5,,564.4014162609906,532.8840464051035,1097.2854626660942
0x2d3fae7a2f1e7bb1ed15678a54ad286af9e04425,,,298.17624283443877,298.17624283443877
0x2d405a815c9c7c60b1136827f8b8d005834db430,8531.223377164884,,,8531.223377164884
0x2d4153c4ff466b82ff6c0873e3d9f8338cd584c7,,604.4858742019212,1389.9521605808227,1994.438034782744
0x2d45482bd1ce864a39c2b0f4149714960f1d6a61,,367.0185299443225,,367.0185299443225
0x2d49b576c1e7b01d98adadc9b0159364d5ef7b5b,,,212.58502930586326,212.58502930586326
0x2d4b6eabcf626312b13734bb509f7b85c6bc4792,,,230.67228925756805,230.67228925756805
0x2d4bbc2040297aafeeefd6769041cdf30c8ad770,,472.68645350949845,,472.68645350949845
0x2d4db357d130a92f2651085e406b53519a6ac803,,1660.0651944067065,185.96783253227719,1846.0330269389838
0x2d4eb91cddea03a2a55ccca343147eca764076e2,,,164.65121350663534,164.65121350663534
0x2d4edc8283ca639b49c6cbedc23ac8a02b13feaf,,,237.61967551727813,237.61967551727813
0x2d507d2b0fd3c31e4f3f544ee36801d016ae85cb,,1215.4428112256448,,1215.4428112256448
0x2d5184769e49ab9c8faa4b954fe01dce93d409e4,,,1408.8743877491877,1408.8743877491877
0x2d541bfcbfe39012fbc24a7d249465e079ae5998,,525.970432940636,297.7157277829579,823.686160723594
0x2d548a29d46139e7c49e4fda9bddc0f030300f12,,,518.3672144553343,518.3672144553343
0x2d55db477e9b9c10014c97dfdd2821d63e639a30,,547.7968611648288,487.9928631164195,1035.7897242812483
0x2d56ecd807879fe174d4a44c0ae48d524ca2bc02,,444.36164160316804,,444.36164160316804
0x2d573d1f2578db030ff77647cfe8faafcd04a35e,,780.0355846532203,,780.0355846532203
0x2d599f4cf8c282ca21f2a834100a0d58017f7bd1,,,234.02668285300916,234.02668285300916
0x2d5e2b3d03c1ae84d71b0fef66ca5dd73e7d95d4,,1530.6200900541944,227.6465211699952,1758.2666112241895
0x2d5e3667570ce2dfc25680fe95f95848193d2abd,,,206.3269319575052,206.3269319575052
0x2d5e425ee72f9af28c06b584d61043879d602201,,,281.6136027140215,281.6136027140215
0x2d5e9e4ae7927356752ca7aea829f4b5e991930b,,,207.52889576502645,207.52889576502645
0x2d5ffae5e4c225d73dd6ccd1db0a64091f68c904,,,200.27881582836287,200.27881582836287
0x2d623d3dec2f0b0217ccfb689e1642d84ca845fb,,,739.2030140086899,739.2030140086899
0x2d64361e4adc8b563a219ef1ef1751983215bfe1,,,286.07760325504887,286.07760325504887
0x2d6483b18641f26d224e1dfca668538181eca8a6,,,280.8376633958991,280.8376633958991
0x2d678b09aa17b631ab26dee7d0f42f70af024765,,,169.09150127382134,169.09150127382134
0x2d6c6bec9221c4746328312d73d2dbbc11ea603a,,472.6222602846476,440.7049077349138,913.3271680195614
0x2d6cd9b761566e2e27739e065b5535f352010b01,,,287.2450675936155,287.2450675936155
0x2d6e6f4b6c07f71f6ed20fb3b438c39bfb821476,,,277.1133180061043,277.1133180061043
0x2d729cc227f053bf821624b76038c86e71f3e382,,,174.3000463247094,174.3000463247094
0x2d72ddd8bca9417b3451ef788f77e8910cb82b53,,,163.06877471421998,163.06877471421998
0x2d74e13cfbf8442fc376eb402495a76a21bb674e,,,352.66792112158623,352.66792112158623
0x2d75aaaac2f0aa3b5f68dbc686ed6d127b4e54e9,,,159.28951159803174,159.28951159803174
0x2d76fe38f392d1c201ea7a5100d58f9818676f9a,,704.2793474143115,296.05494304406307,1000.3342904583745
0x2d7a417d13be78af9bb05086978541d284a0b399,,,239.9632000093022,239.9632000093022
0x2d7bf95099797ca69068993a06e24dd381ff348b,,,190.38505920346336,190.38505920346336
0x2d7cecdb0595f89b92a155e1170e0c2768accc16,,,279.3014499179737,279.3014499179737
0x2d7f5212e93740a74b99d8a0799b4514061dbda5,,373.5704805789171,,373.5704805789171
0x2d842e8187f8afaffdefcfbe14fb222d472c77b8,,367.1383623164601,,367.1383623164601
0x2d843a593e4dbd15c655795f967524a16e8454cd,,504.6196870228699,,504.6196870228699
0x2d844bbe01cb808508b916347146b95176d7a321,,,200.27887447879007,200.27887447879007
0x2d8832a307a8d7394ddc2027e3e879902e674a4e,,,167.03964097877443,167.03964097877443
0x2d88ad15335e1da562cd2d7be04169876a8d3309,,,164.70505496673513,164.70505496673513
0x2d8914d4efb889d6bb6f4e19318625789b9af47c,,801.4158848793036,1017.4313288646667,1818.8472137439703
0x2d8990e15f0dd5825f2d3e2c836191c491c0ec89,,,248.73248830286497,248.73248830286497
0x2d8a4e998d302bb63127f283084dc5efaf25b66d,,,358.8051017158843,358.8051017158843
0x2d8cfb7840ea0d51ff345d364c23b4998de56053,,,252.00174880645037,252.00174880645037
0x2d8e2f1550fa2806e10e06f42fb5c991c61209e3,,1485.6229278221504,368.6921840395516,1854.315111861702
0x2d8e5c96f0cddf8aba13d2fab69da8eef48de2c4,,,300.70480859334754,300.70480859334754
0x2d8e966c3aa494a826f287b8b5be7de52964fe20,,,431.48734830254296,431.48734830254296
0x2d94ce32c636a7e76c598938dcc8a18eef0db55e,,,599.9478153682725,599.9478153682725
0x2d9564bd07dfec43313eb54b32af2bdd9d5e73e0,,414.80760786592987,,414.80760786592987
0x2d9604a7c2159445d9bd2a380ff6ca17ae0b7e8a,,400.02740676343944,,400.02740676343944
0x2d96791528f870329f3bd6bdf30dbfe47754321e,,366.17912268729935,507.4105486164401,873.5896713037395
0x2d98db2b3564c105877a04ec7388003faf1c429a,2398.522774922738,,,2398.522774922738
0x2d9990dee5295f707a26d4e6afa4676f3a9bc062,,,173.220862854858,173.220862854858
0x2d9a2d031e3c2742219f02ed42bf0a5d1bbfc9b6,,,166.36632321378977,166.36632321378977
0x2d9ad5d4f0602746766431923a66be9e8a1ee9b6,7862.0303908383075,,,7862.0303908383075
0x2d9ceba7c6a25eac29e1d4a21bf0cc099f2808c1,7770.210118459353,,,7770.210118459353
0x2d9dc149ae04fa0a804399570510b22e0f483efa,,,166.28145508908145,166.28145508908145
0x2d9e3c072b289f11024b0d7750b35cf2ed903b0d,,,468.1642476190866,468.1642476190866
0x2d9eea8e4f1ae5baf88c2aac7cd7c9a6f35d5981,,,607.7522430604461,607.7522430604461
0x2da01e8cdfc4b0e9a8bb3e61a780fe5a929a5644,,1718.142359167511,200.279266640828,1918.4216258083388
0x2da093919a4e46e5e99fb3577618c4c46efc67c3,,,315.24561173970676,315.24561173970676
0x2da0a8a6409454bdc84234c6137972691e085635,,,654.5292590228677,654.5292590228677
0x2da38da36af2ea9e304ea2c3a52533eeb514e24b,,418.8075177225051,,418.8075177225051
0x2da5b12e9a8ff1bba884b64ec0695a8b990aedf1,,,279.63962868290747,279.63962868290747
0x2da5e8f213453bb6f1012614cad478bea2190075,,,207.24023757969576,207.24023757969576
0x2da697447014c893b11e9f165efb573a0d60418a,,369.12444114923375,,369.12444114923375
0x2da70cb7a1e9738fb11de3fa71a172830e4c14fe,,,202.74907200149784,202.74907200149784
0x2da790717a007bccbf21ef546c1f3d91d58b2ef2,,,222.41741700965076,222.41741700965076
0x2da83dd58f478ea34500a48e3abcd0022384feec,,403.0546344992244,,403.0546344992244
0x2da8ee87b1f13b00008cfbfed589fbd63321e1b3,3815.4786644964106,,,3815.4786644964106
0x2dabb0de02e9e7724253aab9880868f8fbf9a9ab,,,185.57227050190707,185.57227050190707
0x2dac1de33c2fbd4642f30f2fe33e1cd8824b3fb9,,,562.8346454062768,562.8346454062768
0x2dadacb8883c4a14582bdd54d801582d840b5aeb,,,377.43492475734735,377.43492475734735
0x2db264ba494c099c56fe422eacfa674d147a4045,,387.468382255501,,387.468382255501
0x2db27fca5d5e339f9f4eb22adeb72c3df0af779f,,,287.6017637819219,287.6017637819219
0x2db330643e00b8ba99a13a05d3a11a3c14eae957,,444.89323630527525,,444.89323630527525
0x2db5a02d228088cbc4e316552e3d5860eb8f47cb,,,182.3758045301156,182.3758045301156
0x2db5b6a383803c0411b17f0cf5ea195114a5f009,,,877.7108999595341,877.7108999595341
0x2db874730a239594f45d7d9991f907c3a32080c9,,,251.94325339307525,251.94325339307525
0x2db882aa1374ad6f21f27d7814f1cd0222935353,,,231.36590892855756,231.36590892855756
0x2dba390bc5cc1ec1553ce17474e814bd0fcdac01,,866.3257884353652,541.4514345805555,1407.7772230159208
0x2dba9b197a75197eba3ff8799426e875aa2727b6,,353.3402779478321,,353.3402779478321
0x2dbb66772ca5e713d8740274a6724ee78745bd56,,,183.30678336740417,183.30678336740417
0x2dbdf68e69ef1b23d8cc2465c192fc3ca83f008b,,,203.61431643839734,203.61431643839734
0x2dc198042b256392e89e0ec1413989385217f27b,,411.36223820066755,,411.36223820066755
0x2dc1a2c25145f0ecfe46c1cd269342be4993d988,,835.5482282471468,,835.5482282471468
0x2dc6b033d296e823c45055afa5de793e4fb409f1,,396.551392597466,,396.551392597466
0x2dc82720057dc4232b64708a2846d2034e247503,,415.4994851371264,,415.4994851371264
0x2dccca9e109c1d8b8420a7f3b1103f3d88461051,,,590.7192430833526,590.7192430833526
0x2dce29e7a9120dd08237b442f399ded6b9f26bff,,347.34050403218674,,347.34050403218674
0x2dce4a60a4bce9cab4ea63f6d4a53dfd409d580c,,,448.9622913661636,448.9622913661636
0x2dcf3613f8b28c8ac645f58bd1d8ee1c539306a0,,,279.3000855759168,279.3000855759168
0x2dd1a222134fd83c0c9dab97f77dc7820ec430ac,,,385.6179913207462,385.6179913207462
0x2dd3476a00036909aee8e44fe04779bfe1fa80d3,,,226.14479601442304,226.14479601442304
0x2dd3f3fd08dc9efd576859fe506b1dc50a2e9e01,,,283.6561604416008,283.6561604416008
0x2dd5daf3deef642ea8e57bf32cbb4bb4f1d411e4,,,630.0200304093514,630.0200304093514
0x2dd84ddf09ae08a5d51e905f28ef61c6130c6b16,,466.45563301548964,,466.45563301548964
0x2dd9dec4ab4ab789051c8ef3640d3c1ccd33e9e5,,,400.32834220769934,400.32834220769934
0x2ddb88f2017d0d1b9940c6bb0916f0566081c1d0,,,513.4197940676821,513.4197940676821
0x2ddd106eb933d80e589830077ea7db6054416ab2,,,225.34539742788309,225.34539742788309
0x2dddef7d31f92f3f0fcd14e271d58432b2fc9fb4,,2503.938330675482,686.7657844341398,3190.704115109622
0x2dde7851928c4c443f876fb59e443e8e9d499d4f,,466.6777253862038,,466.6777253862038
0x2de2e34db2413e93dde0e0f5e32907c4578da90f,,389.7133703103874,,389.7133703103874
0x2de40d8f95dcb6eee285477be07898fe5b4453aa,10770.011254987523,,,10770.011254987523
0x2de438ae73fc10e8d057f128d812554919d6fccd,,1077.984991462337,253.74345013336733,1331.7284415957042
0x2de48c38487d674ab4efcebac0731b88a2a41020,,328.3401077374768,,328.3401077374768
0x2de526bb894829c827425bb47b6772c2ed8d36db,,,231.3652174312267,231.3652174312267
0x2de58cfb176e1fd70a5e260bff90b6a69ccf4d92,,,166.14948193770573,166.14948193770573
0x2de5a04df66d2b0116c9ed90907ffd394df04b6a,4387.101284539823,1207.6260381309596,,5594.727322670782
0x2de5f2c541d0eac856dc8ca90b52ecff10f5ec75,,380.0763315436983,,380.0763315436983
0x2de80292f7cc74b107dd14515fc30478ed8a94e6,,441.56912539280495,,441.56912539280495
0x2de8ad1daa5835951e44792f14670a964e4a9d75,,329.9281318280088,,329.9281318280088
0x2de97fafc45bc2ab0a08a1d78069674a18810dcf,,7630.069144659393,4247.855140091548,11877.924284750941
0x2de9ca0e907b49f86eff110566414f786cc5b797,,,233.6233796581336,233.6233796581336
0x2deaeeaa2f97c564bed8221772feb6ab139e708e,,,370.4190514491086,370.4190514491086
0x2debde26f2a646ff5094fd480cc5a88978884264,,605.3889295871847,,605.3889295871847
0x2dee1dab6976e1a05e144c02c535498e7f3ddbdc,,,163.57392775820435,163.57392775820435
0x2dee84d469ea2c8bb4af371ecdc95a71a77322a4,,352.62656577175727,,352.62656577175727
0x2df08733e0fce53a91f8f50473674fa5cdbc0590,,,403.43139209187274,403.43139209187274
0x2df20b9f88b53d70bd20d82f82aec472ea434199,,1295.3802642521534,821.5931267904233,2116.9733910425766
0x2df45a043d2595024609db42a977c796d0756076,,,382.07216472482827,382.07216472482827
0x2df6fc0988762b4e36b0f23de16a23afe79e9cc4,,,240.47675217679597,240.47675217679597
0x2df71a830b530ec8ca43c5319b74799edc40e275,,,342.9964453356135,342.9964453356135
0x2df7e54cf9d0b4403a65104e4a71bf153e8f0273,,,211.31114247587178,211.31114247587178
0x2df8a4dfb0b3467cc997b5e566a33a9c965e1c2a,,,799.7501721476546,799.7501721476546
0x2dfacc58b508ca9221a4d634f8848b4febca3350,,,918.5623845891195,918.5623845891195
0x2dfbbc5a73e0b4be3a5585640636a823a0069045,,413.56704470930254,,413.56704470930254
0x2dfc0d4b37cf78b021594f43d6972116e014a77a,,380.37087638263813,,380.37087638263813
0x2dfd230a46df71896aadaf432be8858db80a5c8b,2145.1441926633233,,,2145.1441926633233
0x2dfd7e6bb701ad132c44110b1cbb31900e4e5c4b,1508.26068449536,,,1508.26068449536
0x2dfd8e1e44f4c268d4a2f0cd87fbdee01a8cfcd8,2234.4304390299367,,,2234.4304390299367
0x2dfdac87e22c5369087e8235284ef70e6619d2d9,,570.4052768834014,,570.4052768834014
0x2dff1e959f24bf32d38ca74810977853fd2b17cd,1572.4171135938582,,,1572.4171135938582
0x2dffbae80654c20b43f23a69ab4f022244705a6d,,,1582.2944111542402,1582.2944111542402
0x2e00b7191c4e4edf17a27bfb6ee9e5f46ca6e892,2625.2729473082977,,,2625.2729473082977
0x2e012b5e5e36f52db3e1075a8fdb2df414d0098d,,,225.3605826988831,225.3605826988831
0x2e015e668bf7f460894a004f82cff93f558c0ddd,,,216.37697621173763,216.37697621173763
0x2e059927dc0a1e389c4dda1f909aae6a024c2670,,418.7925431684025,,418.7925431684025
0x2e05ec534825edeb2969266a2037fbc942754f08,,,210.49063886942318,210.49063886942318
0x2e074b8c4420fa9a6711e73248d2bb6064e3b8d6,,,444.66317053283586,444.66317053283586
0x2e07c3467d3ecbee6750ef69cdbf30d494e105d2,,2124.768583856619,1297.9190736793987,3422.6876575360175
0x2e082e4e9b0cfffe29241609f1674bbfd3ded2ba,,1074.791620019233,247.21527998622653,1322.0069000054596
0x2e0a412795d64d6a8b7251c77c3f973260df87e5,,,219.77426920908027,219.77426920908027
0x2e0a701e077b500223e136d036a8927e2bb57656,,,305.8930581568693,305.8930581568693
0x2e0c93968eb1dcdd0d62d837ec4d6035943ae0d1,,875.7226784723737,213.23614746675185,1088.9588259391255
0x2e0ce8a6dc20f9e0803590d83fca9751d7d6f44b,,,212.83434001384563,212.83434001384563
0x2e0dc8f170fb94ce59bbf15572f7f4288765d084,,,231.05436749720178,231.05436749720178
0x2e0e7274991a87361c406617ad11de141b601a80,,,164.23187781067855,164.23187781067855
0x2e116afd72adb76ac0025723346ebeeec06fb5cf,,421.45566620476563,167.74712330381303,589.2027895085787
0x2e12a0510ef7c9ccbc4c9fb92b799951e6d0d1f2,2235.835261146437,,,2235.835261146437
0x2e13a7c3d1e730a9a61ab85e11576b1972e604cb,,,493.9295739427404,493.9295739427404
0x2e1632da16b61db7ad7aeee4611f38983b4b7bc4,,,202.5861210877431,202.5861210877431
0x2e190b29cfa247baa75358b5a90e95cd61445ab5,,,330.99732747838016,330.99732747838016
0x2e1a29de81af79176378e373e42b60a95846e0da,,,398.87907767924753,398.87907767924753
0x2e1b14b365e89f3c2fa79c75bbd395a5f71f889e,,,229.26197693864796,229.26197693864796
0x2e1b7a9922c5ae8fba94dcb426ded1908e1c788d,,,201.25511911528676,201.25511911528676
0x2e200f8c088e20f064f4a2bcf53695d13d210dae,4358.6519958353865,,,4358.6519958353865
0x2e2316088c015f4bf27d86a1458a707af536a324,,,205.29202030232398,205.29202030232398
0x2e2443902809798bd8d9b9866d21f95ea0b605b9,,,200.1674162297799,200.1674162297799
0x2e254478433e4b459a973f923650d69933636a01,,430.67086856246965,,430.67086856246965
0x2e2acfa452d656b10b49a7a6f9c1f11320e51f5b,,,1281.1837499601609,1281.1837499601609
0x2e2c5d674f09e7ee9447b410b63188dc55373567,,760.1256877920173,526.2466997430671,1286.3723875350843
0x2e2d49349557bfbe47816e88ae0d27d52e015160,,343.6289478669815,305.3385995845717,648.9675474515532
0x2e2d7dc6509489600b4e81b3053ba900ab20545e,,,5283.975811897747,5283.975811897747
0x2e2ffc73ac298ecd2fa02ca408265f69b4063e80,,383.3622125336993,,383.3622125336993
0x2e30fc35e694f0e719faae1c21d6da3fda57dd45,,329.4772211552406,,329.4772211552406
0x2e331c4750a1c5903fceced4df3390f33a2372d9,,409.86664722722435,,409.86664722722435
0x2e33628f305daf271d0334848c2cab67aae3d0c1,,507.38632070034834,,507.38632070034834
0x2e33f53a8c1bd957783c90685f4cd123fb6ad6de,,,316.5428288268058,316.5428288268058
0x2e3566cd98cd38d7468b12f4fcccb4f77d12fc0e,,395.9005086279271,,395.9005086279271
0x2e35c091b453a1faed05ffa4699b799363795554,,1352.0883329314775,,1352.0883329314775
0x2e3701307827e8ec41bbc5a25c09a17d5f013b12,,581.8283842134193,291.24192768674015,873.0703119001595
0x2e38dd1472d9bffb276e44b4c5b29b17d2425a59,,,174.62581674185816,174.62581674185816
0x2e39bb4be82037a54ef9564a2610ee34c5588012,4122.523813714495,,,4122.523813714495
0x2e39cb2058d95a3ec46cbcd4927ef95684f62918,,348.94447197075806,311.52570998226906,660.4701819530271
0x2e3a8fab541f188eb2378a8a3720e6616fd38830,,,227.96387146926148,227.96387146926148
0x2e3e66dba5b023a5495c19821210db9c0e2ab64c,,,209.89917070854577,209.89917070854577
0x2e4022f6fc736718161bc14b6f2673b6cdb46f9f,,353.62393077609573,,353.62393077609573
0x2e4051145e7a4a20c4e4f9d416f36965a0c0d570,,,261.153097839117,261.153097839117
0x2e41045ffde51db3d8666d6fcdd9707e06513f1e,,1039.4529228486313,1039.652381467252,2079.1053043158836
0x2e42935079e584f58e010eff7cb67c1ef0282319,1868.2830010677546,,532.7321104913868,2401.0151115591416
0x2e440694604c2e373f1b9e921d276cdc98d3a63e,,328.33439669323883,,328.33439669323883
0x2e449cdaf22db2995886c8b58ba7ade494315d4f,,,159.28951159803174,159.28951159803174
0x2e462b0c78478683613f5c0513b663a0159d35a4,,,249.22092304106496,249.22092304106496
0x2e4658d49efc3405559d4d0bfe091e6a927c53ba,2503.267228185328,,,2503.267228185328
0x2e46887ab4148736ee3cff57bed95d5552766899,,497.59481557707136,,497.59481557707136
0x2e4764eca6e9388ca518c5e6786a36acb16aeaa4,,,201.8220850236766,201.8220850236766
0x2e4ff824478e194bc81ee2ba1784695189f906a7,1299.3354461382892,,,1299.3354461382892
0x2e539da719a8e3277881b043662f769a1341cf6f,,,486.6280923070975,486.6280923070975
0x2e54110157117690e75d050ea060c8800f0f64e0,,,171.52086830279774,171.52086830279774
0x2e54c7805e37bafb357a02755aa31cc66db2d6a4,,414.54617628198815,,414.54617628198815
0x2e551e35cd9ba179fedd2ccf07d6244dea2b07d8,,,259.4839878611411,259.4839878611411
0x2e5ef3dac8e3156533ed29ded8ce8b9f8920f2ca,18743.744839396422,,,18743.744839396422
0x2e6096fc3507825be633a87ce0b34839676f551f,,362.56281159939925,,362.56281159939925
0x2e60c16c0ca834dcb62990e6757ed9d31cb52db1,,,1352.9539955609519,1352.9539955609519
0x2e62200d7d3154c53faa7345792cc0c05ae36c77,,,395.5423841315632,395.5423841315632
0x2e63284d1a58832b7e685cbeaae17afb85757feb,,,757.7554170596275,757.7554170596275
0x2e654761135c494869ca5fd5b28f49e8db5e8ec8,,594.2593226567543,424.7253788356231,1018.9847014923773
0x2e665e0648a8c351521e57d4a9e2fd81ba2036cf,,354.075942284678,311.46398624788793,665.5399285325659
0x2e66e4a1672f48b68beadb0d1149124aaad70675,,701.6686131548638,,701.6686131548638
0x2e67c0b61e896d777a5c4000a5b09816e5377c6b,,458.34892775438846,269.6911817910035,728.0401095453919
0x2e6aebfa45ca61d0cc69d938bd2ea31e71f437be,,,197.27933871950884,197.27933871950884
0x2e6c91f17814310794f1f7fae57a18859b4929d8,,1677.1302563575498,194.25242011774498,1871.3826764752948
0x2e6fb6b3c8184c0c0024c6059718c59f0c67beb0,,4159.788616098502,1325.3084210735735,5485.097037172075
0x2e7014bd0b9b421bf375b851113894abb1208e75,,,356.71464973466516,356.71464973466516
0x2e7dc7afd241d55e1beb2e18ed45257410718ab3,,,208.65700411710077,208.65700411710077
0x2e7e25a9ee3953940beb75ee57da558401c13edf,,,304.01701462048754,304.01701462048754
0x2e80a593077154a7b7f9b681437f79d29b6dda58,,,173.77607364061927,173.77607364061927
0x2e828658481368dfe16fc65adaaf024acc87a9c4,,,201.2352826633755,201.2352826633755
0x2e841ffcaac7c1e69aaf8b5f36c64395b2defe92,3011.2781210405424,,,3011.2781210405424
0x2e84b6d293553b910b677b13e9f03d6dc22bd5cf,2482.74631965157,,,2482.74631965157
0x2e84b79dd9773d712f9d20a98c4ee76541b9533d,,,268.82004252303955,268.82004252303955
0x2e854924cf385a9786f10a613b162338a5605f43,2507.368038340424,,,2507.368038340424
0x2e8687e5a3b55157f3caf702fc766e291c6401f5,,683.6022836140659,168.05225732844548,851.6545409425114
0x2e88ea73d6bae95eee846016b08262747f5bb718,,,263.4000818221905,263.4000818221905
0x2e898b358856ac8f80d22e64b3c4b9da305f1f2c,,1049.170142639563,350.6923930451559,1399.8625356847188
0x2e8a38ce00a13eae86c5d44501893295decc1d3f,,1410.8760332487616,469.77728499074544,1880.653318239507
0x2e8a68af19025421e0d966dcf4b6e430267f7768,,416.8496530493398,188.91686625923205,605.7665193085718
0x2e8ad942f8a2266935e402692805106409ef8a3c,,417.0978146518046,,417.0978146518046
0x2e8be683fc71a62d46e9bea767656a55d5173bab,,,200.2846101642882,200.2846101642882
0x2e8c2551e1446f1a23230e52e2546e92e9ff169d,3185.095942113804,,,3185.095942113804
0x2e8d1f44a882f731724cdd7e00a32c7dde947565,4771.370160804786,,,4771.370160804786
0x2e8e43e44d9349acb96d8f574bed6daa739d00d4,,,423.4278606482877,423.4278606482877
0x2e90f63f1181aba49fdd8de5d8219850b89271df,,333.75973601168175,,333.75973601168175
0x2e92132281cdc4a8c098fa9a951804924943aa07,,484.0018992950269,,484.0018992950269
0x2e921dcb3619ed5f88ccd4b55a35e9b7a1ebcd23,,,487.81728600980523,487.81728600980523
0x2e94644162fa8a782824c56532826b05c00605f0,,772.779971302748,187.86303395515998,960.6430052579079
0x2e9479459515acd9633fd64b23d4ac2814af0821,,,170.11903693104614,170.11903693104614
0x2e96e6c39825407b2e7e1e65702ea3ca26707cdf,,371.4207246793509,,371.4207246793509
0x2e9d68371fbc0f8f384e78f1522dc6bda1303e4c,,,163.74965922609914,163.74965922609914
0x2e9e3f24c0347d3fddab3c859541939e130244c0,,354.2269618070929,,354.2269618070929
0x2e9f991b0c13f3e166a9250b5c2652250e5aab0f,,,179.83912122171705,179.83912122171705
0x2e9fa38fdd37021c9886f69e904a02fb819a158b,,799.0716660572335,293.9956807326208,1093.0673467898544
0x2e9ff58026e0401107d37a70407595131f74568e,,,805.5538424550936,805.5538424550936
0x2ea33bab6c93d2ea10d9572207230b5c25319e9e,,390.86345202149187,,390.86345202149187
0x2ea543c417a2152e6cde1cb3e5a3227871208984,,429.9164340695839,,429.9164340695839
0x2ea6278644a0e3ea768b20397af9f4aa7593e9cd,,,191.29647122903148,191.29647122903148
0x2ea8c3d5ee8a1c39fe49d83a04886900329e3365,,,177.835412343715,177.835412343715
0x2eac533c4cdfdd58e300f43de8e22ace1a7d3b78,,,295.91613923676016,295.91613923676016
0x2eac6f61475d516a06b6fb095473a6c05add074a,,691.3633444817951,422.7981800360207,1114.161524517816
0x2eadfb3274b3180f71ec17c05d1fe77e0984c038,,415.53826764088427,,415.53826764088427
0x2eaec7447c6242691562bdfbb544b9dcc443d2a3,,,319.67671164894665,319.67671164894665
0x2eb4e7cac1cbdbb5f5674ccfea628fcb610b05a3,,,851.8912170937712,851.8912170937712
0x2eb5d00f70b74dfc16f8d7822763847d7a4e57e7,,,413.64368193360383,413.64368193360383
0x2eb641b0ab469da3edff2cd7482bbf75e08b120f,,,174.3538500657817,174.3538500657817
0x2eb6b27fde1b4714c1ac7cc07c55f0235fc8b96e,,,333.8611729182704,333.8611729182704
0x2eb9b7fba8e827015717c17728d4b332c6e7e0c6,,,178.56434720520113,178.56434720520113
0x2eba1f72e7bc72fb1cbb34d3a28d3b668bff81a4,,347.54850121670836,,347.54850121670836
0x2ebbfb4d2910ffabe3c67dd338776aae74e3d169,,,206.74640923571238,206.74640923571238
0x2ebd5e59af93b7f23e17cf14a15bed796307ffdb,,,758.0596632146145,758.0596632146145
0x2ebe0b56db4e962a9a61c2e5301afeba89b84d87,,891.7748279751121,,891.7748279751121
0x2ec1a1a12e745def0b99605f3a4b501146d09900,,,163.8437388866269,163.8437388866269
0x2ec4276a9344e081a25c2fecf0135eff6e8619cc,,,271.82020326941137,271.82020326941137
0x2ec466a9dbb3bcd5c388e13b8769342c3e52a51d,,,456.17962791957393,456.17962791957393
0x2ec4dc0990eb90fa76c1609aa2825255782de288,,,367.16440850663224,367.16440850663224
0x2ec61f9c7d860e69b2068d7d114bf2ded9759a09,,,191.45141301914342,191.45141301914342
0x2ec638389fc93bb4551aab3ee454cc370f3e46a6,,3476.5721676492994,1134.235187146847,4610.807354796147
0x2ec75bb18b65d02b00f4097e4939bc956708026b,,,231.36818173306236,231.36818173306236
0x2ec78e0b1c72dc8b6a737727d5948451e436d7fb,3366.439709863256,,,3366.439709863256
0x2ec9fb83f2678b9cffb947a57c58540b1dff011b,,,343.58904820196614,343.58904820196614
0x2ecaad6857a169c89db4c3c1d2862a871ea41c88,,,424.1382315803441,424.1382315803441
0x2ecca3a5492c00c3a93785dea5eea8cfb7429ae2,,338.89217460973146,,338.89217460973146
0x2ed849173c7a54f45f849675a71b62c0c83246d9,,,522.1043784287156,522.1043784287156
0x2ed877d83f91c32d32638413a2049e2f43a4d8a8,7518.561283289084,,,7518.561283289084
0x2ed9848efca919682c8ccedf80be65da0edbf95b,,,174.3200947769632,174.3200947769632
0x2ed9f0f943edbde72cbda244f29dec70ed20e1b1,,,623.4717796876186,623.4717796876186
0x2edc00bf0808f4ed0e875afebebdce658ab24022,,,1274.9959654831193,1274.9959654831193
